Id,Original Principal Amount,Cancelled Amount,Due to the banque,Credit Status
605,5000000.0,0.0,1800000.0,Disbursed
606,26000000.0,84949.73,0.0,Repaid
607,57000000.0,0.0,19665000.0,Disbursed
608,7250000.0,129740.81,0.0,Repaid
609,16000000.0,0.0,0.0,Repaid
610,3000000.0,223980.28,0.0,Repaid
611,25000000.0,0.0,9000000.0,Disbursed
612,6000000.0,51995.68,0.0,Repaid
613,2000000.0,197.11,0.0,Repaid
614,7500000.0,5812.89,0.0,Repaid
615,10000000.0,1201783.83,0.0,Repaid
616,8000000.0,0.0,2880000.0,Disbursed
617,110000000.0,0.0,37950000.0,Disbursed
618,4000000.0,43527.43,0.0,Repaid
619,3200000.0,46501.3,1135298.7,Disbursed
620,40000000.0,8422960.16,10894104.84,Disbursed
621,5200000.0,161969.05,4760939.3,Disbursed
622,4000000.0,0.0,1440000.0,Disbursed
623,8000000.0,51231.38,0.0,Repaid
624,7000000.0,2030347.49,4497535.57,Disbursed
625,11600000.0,179327.74,0.0,Repaid
626,100000000.0,0.0,37500000.0,Disbursed
627,5000000.0,0.0,1875000.0,Disbursed
628,5200000.0,0.0,0.0,Repaid
629,10000000.0,0.0,0.0,Repaid
630,25000000.0,4338276.59,7438220.41,Disbursed
631,14000000.0,0.0,0.0,Repaid
632,7500000.0,245811.66,2720368.34,Disbursed
633,105000000.0,3117397.78,36677794.22,Disbursed
634,10000000.0,36040.58,0.0,Repaid
635,26000000.0,0.0,9750000.0,Disbursed
636,14800000.0,1932.86,5550000.0,Disbursed
637,6000000.0,802760.48,0.0,Repaid
638,4000000.0,437.72,0.0,Repaid
639,27000000.0,893660.47,0.0,Repaid
640,150000000.0,134113.54,53951738.46,Disbursed
641,22374952.23,5276828.2,6155362.75,Disbursed
642,18000000.0,3563144.71,0.0,Repaid
643,11000000.0,3936471.75,0.0,Repaid
644,10700000.0,0.0,0.0,Repaid
645,4000000.0,971734.51,1140765.49,Disbursed
646,18000000.0,6383.33,6747616.67,Disbursed
647,8000000.0,0.0,2880000.0,Disbursed
648,15600000.0,641862.4,0.0,Repaid
649,1500000.0,0.0,0.0,Repaid
650,4000000.0,74205.6,3592118.4,Disbursed
651,7000000.0,0.0,2520000.0,Disbursed
652,200000000.0,0.0,75000000.0,Disbursed
653,8000000.0,0.0,3000000.0,Disbursed
654,5500000.0,0.0,0.0,Repaid
655,5500000.0,0.0,2062500.0,Disbursed
656,23000000.0,4433835.85,6683852.15,Disbursed
657,12000000.0,1840012.67,3657643.33,Disbursed
658,7500000.0,0.0,2812500.0,Disbursed
659,8000000.0,0.0,7600000.0,Disbursed
660,21000000.0,18849901.12,0.0,Repaid
661,21500000.0,0.0,0.0,Repaid
662,6000000.0,2036686.41,0.0,Repaid
663,10000000.0,0.0,0.0,Repaid
664,14000000.0,24689.39,0.0,Repaid
665,50000000.0,0.0,18750000.0,Disbursed
666,26600000.0,202928.74,9898911.26,Disbursed
667,16000000.0,5372902.68,4144593.32,Disbursed
668,25000000.0,3529504.62,8373517.38,Disbursed
669,4200000.0,0.0,0.0,Repaid
670,5200000.0,0.0,0.0,Repaid
671,10000000.0,50552.68,9501724.32,Disbursed
672,5200000.0,0.0,1950000.0,Disbursed
673,40000000.0,0.0,15000000.0,Disbursed
674,9500000.0,1763374.99,0.0,Repaid
675,6000000.0,0.0,2250000.0,Disbursed
676,9400000.0,2263.65,0.0,Repaid
677,22000000.0,0.0,0.0,Repaid
678,30000000.0,1919368.23,10951465.77,Disbursed
679,9000000.0,8373183.88,575816.12,Disbursed
680,4100000.0,0.0,0.0,Repaid
681,16000000.0,0.0,0.0,Repaid
682,4000000.0,0.0,1500000.0,Disbursed
683,6300000.0,1532325.39,0.0,Repaid
684,14000000.0,1108373.93,4834376.07,Disbursed
685,15000000.0,11057983.71,0.0,Repaid
686,10000000.0,3333925.91,2496074.09,Disbursed
687,4000000.0,0.0,1500000.0,Disbursed
688,9000000.0,4822307.38,0.0,Repaid
689,20000000.0,0.0,0.0,Repaid
690,9000000.0,0.0,3375000.0,Disbursed
691,4000000.0,125400.47,0.0,Repaid
692,1800000.0,0.0,0.0,Repaid
693,10000000.0,0.0,0.0,Repaid
694,8000000.0,455407.57,0.0,Repaid
695,3000000.0,14095.43,1119744.57,Disbursed
696,8000000.0,436452.53,0.0,Repaid
697,4000000.0,0.0,1560000.0,Disbursed
698,5000000.0,531469.03,1742772.97,Disbursed
699,14000000.0,276.516,0.0,Repaid
700,12000000.0,0.0,2430000.0,Disbursed
701,2700000.0,0.0,0.0,Repaid
702,5000000.0,775862.07,1584067.93,Disbursed
703,4000000.0,0.0,1560000.0,Disbursed
704,14000000.0,0.0,0.0,Repaid
705,15500000.0,441413.22,0.0,Repaid
706,10000000.0,0.0,4050000.0,Disbursed
707,10000000.0,3874.19,3900000.0,Disbursed
708,2000000.0,0.0,0.0,Repaid
709,4500000.0,361074.82,0.0,Repaid
710,6000000.0,5670194.86,0.0,Repaid
711,10000000.0,0.0,0.0,Repaid
712,50000000.0,0.0,20250000.0,Disbursed
713,25000000.0,0.0,10125000.0,Disbursed
714,19000000.0,503947.44,7490880.0,Disbursed
715,15000000.0,3483437.04,4491490.96,Disbursed
716,10000000.0,0.0,0.0,Repaid
717,30000000.0,0.0,12150000.0,Disbursed
718,25000000.0,1666472.84,9449527.16,Disbursed
719,20000000.0,1315993.13,7567026.87,Disbursed
720,40000000.0,0.0,16200000.0,Disbursed
721,25000000.0,188710.33,9676423.67,Disbursed
722,150000000.0,0.0,60750000.0,Disbursed
723,16000000.0,197841.4,6162870.6,Disbursed
724,24000000.0,0.0,9720000.0,Disbursed
725,15000000.0,0.0,0.0,Repaid
726,9000000.0,0.0,0.0,Repaid
727,12000000.0,5152251.55,2773360.45,Disbursed
728,8000000.0,0.0,0.0,Repaid
729,20000000.0,1348379.33,7554220.67,Disbursed
730,10000000.0,0.0,0.0,Repaid
731,3500000.0,0.0,0.0,Repaid
732,4000000.0,0.0,1620000.0,Disbursed
733,5000000.0,0.0,0.0,Repaid
734,8000000.0,0.0,0.0,Repaid
735,5000000.0,482753.79,4336558.21,Disbursed
736,7000000.0,1095794.67,5668037.33,Disbursed
737,7000000.0,0.0,0.0,Repaid
738,19000000.0,7688626.06,4581143.94,Disbursed
739,2500000.0,214885.42,925214.58,Disbursed
740,7200000.0,3022851.75,0.0,Repaid
741,8000000.0,695861.79,2958192.21,Disbursed
742,4000000.0,673405.44,1347320.56,Disbursed
743,3600000.0,0.0,0.0,Repaid
744,25000000.0,667520.84,0.0,Repaid
745,32000000.0,0.0,0.0,Repaid
746,9200000.0,0.0,3726000.0,Disbursed
747,10000000.0,143179.07,0.0,Repaid
748,7000000.0,167127.73,0.0,Repaid
749,10000000.0,260218.03,4090749.97,Disbursed
750,10500000.0,0.0,0.0,Repaid
751,6000000.0,43534.51,2412315.49,Disbursed
752,200000000.0,0.0,84000000.0,Disbursed
753,1700000.0,119252.02,0.0,Repaid
754,5500000.0,319.5,0.0,Repaid
755,17000000.0,17000000.0,0.0,Cancelled
756,27000000.0,0.0,10935000.0,Disbursed
757,23000000.0,0.0,9315000.0,Disbursed
758,12000000.0,6774742.59,0.0,Repaid
759,6000000.0,0.0,2520000.0,Disbursed
760,7000000.0,448297.75,0.0,Repaid
761,16000000.0,1843990.58,5945529.42,Disbursed
762,21000000.0,0.0,8820000.0,Disbursed
763,6000000.0,0.0,2430000.0,Disbursed
764,8000000.0,27752.47,7414193.53,Disbursed
765,8000000.0,0.0,3360000.0,Disbursed
766,10000000.0,1387695.19,3615904.81,Disbursed
767,17000000.0,0.0,6885000.0,Disbursed
768,3400000.0,124104.12,0.0,Repaid
769,12000000.0,462329.04,0.0,Repaid
770,10000000.0,348099.57,0.0,Repaid
771,8200000.0,9.182,0.0,Repaid
772,5000000.0,604907.51,1845960.49,Disbursed
773,70000000.0,0.0,28350000.0,Disbursed
774,13000000.0,0.0,5460000.0,Disbursed
775,8000000.0,70476.23,7612347.77,Disbursed
776,1900000.0,0.0,798.0,Disbursed
777,58000000.0,0.0,24360000.0,Disbursed
778,14000000.0,792.196,0.0,Repaid
779,8000000.0,456998.06,3168201.94,Disbursed
780,15000000.0,0.0,0.0,Repaid
781,5200000.0,0.0,0.0,Repaid
782,5500000.0,116847.98,2260948.02,Disbursed
783,10000000.0,1063.83,0.0,Repaid
784,107000000.0,2488484.62,45462543.38,Disbursed
785,7500000.0,0.0,3262500.0,Disbursed
786,6500000.0,0.0,0.0,Repaid
787,10000000.0,4933031.51,2204164.49,Disbursed
788,3000000.0,109166.49,1214169.51,Disbursed
789,75000000.0,0.0,32625000.0,Disbursed
790,15000000.0,0.0,0.0,Repaid
791,70000000.0,4061086.34,28590476.66,Disbursed
792,1700000.0,997858.84,305449.16,Disbursed
793,87000000.0,0.0,37845000.0,Disbursed
794,6600000.0,3154.81,0.0,Repaid
795,10500000.0,1069.51,0.0,Repaid
796,4000000.0,813253.12,0.0,Repaid
797,8200000.0,39941.53,3427258.47,Disbursed
798,8000000.0,3829680.39,1751571.61,Disbursed
799,9000000.0,0.0,0.0,Repaid
800,14500000.0,0.0,0.0,Repaid
801,6300000.0,0.0,0.0,Repaid
802,21000000.0,11234346.66,4248089.34,Disbursed
803,8200000.0,5635.54,0.0,Repaid
804,33100000.0,2992507.89,0.0,Repaid
805,5200000.0,0.0,2184000.0,Disbursed
806,15000000.0,0.0,0.0,Repaid
807,10000000.0,0.0,0.0,Repaid
808,35000000.0,0.0,15225000.0,Disbursed
809,5700000.0,1013965.72,2038444.28,Disbursed
810,14000000.0,0.0,0.0,Repaid
811,53000000.0,4772074.22,20979187.78,Disbursed
812,20000000.0,624808.68,0.0,Repaid
813,8500000.0,700679.74,0.0,Repaid
814,5000000.0,24276.41,0.0,Repaid
815,22000000.0,21912427.15,0.0,Repaid
816,18000000.0,16914196.18,0.0,Repaid
817,14000000.0,0.0,6090000.0,Disbursed
818,22000000.0,0.0,20680000.0,Disbursed
819,25000000.0,1458646.74,22011175.26,Disbursed
820,11500000.0,11500000.0,0.0,Cancelled
821,13000000.0,0.0,0.0,Repaid
822,40000000.0,0.0,17400000.0,Disbursed
823,6000000.0,0.0,0.0,Repaid
824,25000000.0,4641688.17,8855897.83,Disbursed
825,126000000.0,8360317.16,51173262.2,Disbursed
826,24000000.0,0.0,0.0,Repaid
827,28000000.0,6481003.63,9360812.37,Disbursed
828,25000000.0,0.0,10875000.0,Disbursed
829,5500000.0,767.28,0.0,Repaid
830,200000000.0,80973.09,86964791.91,Disbursed
831,11500000.0,22578.65,4992690.35,Disbursed
832,6000000.0,2076940.71,1706564.29,Disbursed
833,9000000.0,2558753.23,0.0,Repaid
834,23000000.0,3826485.88,8340512.12,Disbursed
835,11250000.0,0.0,0.0,Repaid
836,14500000.0,0.0,6307500.0,Disbursed
837,4500000.0,0.0,0.0,Repaid
838,27500000.0,3413818.1,0.0,Repaid
839,14000000.0,7872845.7,0.0,Repaid
840,12000000.0,2955745.19,0.0,Repaid
841,16000000.0,4878684.6,10398437.4,Disbursed
842,10500000.0,0.0,4725000.0,Disbursed
843,14000000.0,7296948.33,2915856.67,Disbursed
844,15000000.0,0.0,0.0,Repaid
845,85000000.0,0.0,36975000.0,Disbursed
846,5000000.0,0.0,0.0,Repaid
847,5800000.0,15748.94,0.0,Repaid
848,8300000.0,455921.44,3526723.56,Disbursed
849,30000000.0,6704.1,13500000.0,Disbursed
850,12500000.0,3706928.31,3824995.69,Disbursed
851,3000000.0,0.0,0.0,Repaid
852,17500000.0,7522750.34,4340131.66,Disbursed
853,16000000.0,0.0,7200000.0,Disbursed
854,33000000.0,0.0,0.0,Repaid
855,10000000.0,2426129.56,0.0,Repaid
856,21000000.0,4834097.4,7032194.6,Disbursed
857,4500000.0,280416.69,0.0,Repaid
858,10000000.0,9664130.29,0.0,Repaid
859,3000000.0,348989.33,2584735.67,Disbursed
860,6000000.0,0.0,5850000.0,Disbursed
861,10700000.0,0.0,0.0,Repaid
862,150000000.0,0.0,67500000.0,Disbursed
863,7000000.0,2154540.02,2180489.98,Disbursed
864,19300000.0,74322.02,0.0,Repaid
865,30000000.0,1326712.8,12472898.2,Disbursed
866,6000000.0,350685.52,2542224.48,Disbursed
867,5000000.0,0.0,2250000.0,Disbursed
868,32000000.0,252973.41,13809971.59,Disbursed
869,14000000.0,570115.22,5842016.78,Disbursed
870,7000000.0,7000000.0,0.0,Cancelled
871,20000000.0,0.0,0.0,Repaid
872,15000000.0,1466973.64,8899146.49,Disbursed
873,34500000.0,730278.47,15189677.53,Disbursed
874,16500000.0,16500000.0,0.0,Cancelled
875,10000000.0,307861.1,4361478.9,Disbursed
876,5500000.0,87919.01,5276780.99,Disbursed
877,6000000.0,422603.3,0.0,Repaid
878,7600000.0,7600000.0,0.0,Cancelled
879,20000000.0,575663.48,8740966.52,Disbursed
880,196000000.0,0.0,88200000.0,Disbursed
881,111000000.0,0.0,49950000.0,Disbursed
882,190000000.0,0.01,85500000.0,Disbursed
883,60000000.0,303008.53,26863691.47,Disbursed
884,55000000.0,3415894.7,23210105.3,Disbursed
885,15500000.0,0.0,0.0,Repaid
886,38000000.0,2791652.68,15843777.32,Disbursed
887,8000000.0,7463.45,0.0,Repaid
888,25000000.0,8011329.41,7644910.59,Disbursed
889,15000000.0,0.0,0.0,Repaid
890,5000000.0,0.0,0.0,Repaid
891,5000000.0,0.0,0.0,Repaid
892,4500000.0,1456.22,0.0,Repaid
893,27000000.0,7532414.23,8760455.77,Disbursed
894,14000000.0,0.0,6300000.0,Disbursed
895,22000000.0,2888501.11,0.0,Repaid
896,13000000.0,9800287.29,1487897.71,Disbursed
897,8000000.0,0.0,0.0,Repaid
898,14000000.0,2562760.98,0.0,Repaid
899,12000000.0,0.0,0.0,Repaid
900,25000000.0,0.0,11250000.0,Disbursed
901,6000000.0,3548.82,0.0,Repaid
902,19000000.0,1313911.49,8224049.51,Disbursed
903,4000000.0,15827.13,1792912.87,Disbursed
904,75000000.0,0.0,34875000.0,Disbursed
905,30000000.0,0.0,13950000.0,Disbursed
906,40000000.0,3454084.84,16445695.16,Disbursed
907,49000000.0,0.0,22050000.0,Disbursed
908,12500000.0,22336.67,0.0,Repaid
909,30000000.0,0.0,13950000.0,Disbursed
910,10000000.0,0.0,4650000.0,Disbursed
911,5000000.0,67548.89,0.0,Repaid
912,200000000.0,0.0,93000000.0,Disbursed
913,30000000.0,0.0,0.0,Repaid
914,20500000.0,2199167.15,0.0,Repaid
915,60000000.0,0.0,27900000.0,Disbursed
916,9000000.0,0.0,0.0,Repaid
917,4500000.0,366549.72,1922081.28,Disbursed
918,15000000.0,629811.05,6679193.95,Disbursed
919,12000000.0,1164796.2,0.0,Repaid
920,41000000.0,21433.52,38519862.48,Disbursed
921,4500000.0,0.0,0.0,Repaid
922,9000000.0,2141062.41,3189421.59,Disbursed
923,12000000.0,0.0,0.0,Repaid
924,10000000.0,32560.32,0.0,Repaid
925,6000000.0,947882.48,2349268.52,Disbursed
926,8000000.0,0.0,0.0,Repaid
927,129000000.0,0.0,59985000.0,Disbursed
928,6000000.0,616916.71,2503149.29,Disbursed
929,20000000.0,2868696.75,7966082.25,Disbursed
930,10000000.0,2963762.17,3271870.83,Disbursed
931,21000000.0,21000000.0,0.0,Cancelled
932,2500000.0,0.0,0.0,Repaid
933,16500000.0,0.0,0.0,Repaid
934,5200000.0,718709.14,0.0,Repaid
935,5000000.0,0.0,0.0,Repaid
936,10000000.0,453931.2,4438929.8,Disbursed
937,48000000.0,0.0,22320000.0,Disbursed
938,16500000.0,1545621.66,6953823.34,Disbursed
939,19000000.0,191968.28,0.0,Repaid
940,20000000.0,588073.9,0.0,Repaid
941,13000000.0,21044.61,0.0,Repaid
942,15000000.0,5884397.03,8614244.97,Disbursed
943,10500000.0,40515.6,10302593.39,Disbursed
944,8000000.0,0.0,7880000.0,Disbursed
945,3200000.0,718841.46,1153765.54,Disbursed
946,22000000.0,748382.55,0.0,Repaid
947,32500000.0,9434348.39,11025793.61,Disbursed
948,14500000.0,523756.34,0.0,Repaid
949,175000000.0,3250926.1,79863329.9,Disbursed
950,25000000.0,8409775.33,7714467.67,Disbursed
951,35000000.0,3347411.42,0.0,Repaid
952,27000000.0,16502898.1,5038681.9,Disbursed
953,10000000.0,13827.4,4643563.6,Disbursed
954,26000000.0,0.0,0.0,Repaid
955,2500000.0,0.0,0.0,Repaid
956,4300000.0,0.0,0.0,Repaid
957,67000000.0,0.0,32160000.0,Disbursed
958,22000000.0,2782753.06,8936044.94,Disbursed
959,32000000.0,1162265.66,14339560.34,Disbursed
960,9000000.0,3166941.73,2799898.27,Disbursed
961,40000000.0,7776798.09,15467137.91,Disbursed
962,10400000.0,29437.36,4822340.64,Disbursed
963,23000000.0,0.0,10695000.0,Disbursed
964,10000000.0,0.0,0.0,Repaid
965,17600000.0,17600000.0,0.0,Cancelled
966,16500000.0,16500000.0,0.0,Cancelled
967,25000000.0,3083425.98,0.0,Repaid
968,2200000.0,0.0,0.0,Repaid
969,15500000.0,7540458.19,3701204.81,Disbursed
970,10000000.0,0.0,4800000.0,Disbursed
971,3000000.0,1007217.72,0.0,Repaid
972,28000000.0,0.0,13020000.0,Disbursed
973,37000000.0,0.0,17760000.0,Disbursed
974,20000000.0,0.0,0.0,Repaid
975,8750000.0,0.0,0.0,Repaid
976,24000000.0,0.0,0.0,Repaid
977,11000000.0,4633468.35,2960478.65,Disbursed
978,7500000.0,3657485.45,0.0,Repaid
979,22000000.0,1537275.15,9515204.85,Disbursed
980,16000000.0,921619.74,7011485.26,Disbursed
981,12000000.0,0.0,0.0,Repaid
982,25000000.0,32013.43,11610120.0,Disbursed
983,14000000.0,292517.39,0.0,Repaid
984,12000000.0,852084.08,5348930.92,Disbursed
985,250000000.0,0.0,116250000.0,Disbursed
986,4000000.0,537768.81,1713820.19,Disbursed
987,9000000.0,99.85,0.0,Repaid
988,35000000.0,10094234.5,11954797.5,Disbursed
989,12000000.0,11325564.98,313631.02,Disbursed
990,8000000.0,1476851.08,3131132.92,Disbursed
991,10400000.0,458.17,0.0,Repaid
992,13000000.0,45600.32,0.0,Repaid
993,210000000.0,0.0,103950000.0,Disbursed
994,25000000.0,3890.64,11998161.36,Disbursed
995,14000000.0,3606420.33,0.0,Repaid
996,30000000.0,0.0,14400000.0,Disbursed
997,35000000.0,0.0,16800000.0,Disbursed
998,46000000.0,40666405.28,2560170.72,Disbursed
999,7000000.0,519581.52,3110610.48,Disbursed
1000,37000000.0,0.0,18315000.0,Disbursed
1001,6500000.0,2500000.0,1920028.0,Disbursed
1002,20000000.0,653341.68,9286426.32,Disbursed
1003,10000000.0,507889.97,4698623.03,Disbursed
1004,22000000.0,1697.49,0.0,Repaid
1005,10000000.0,0.0,0.0,Repaid
1006,20000000.0,16798327.16,0.0,Repaid
1007,45000000.0,0.0,21600000.0,Disbursed
1008,3000000.0,197520.62,1387240.38,Disbursed
1009,2500000.0,566317.91,0.0,Repaid
1010,5000000.0,0.0,0.0,Repaid
1011,12000000.0,91823.15,11789096.85,Disbursed
1012,15000000.0,0.0,0.0,Repaid
1013,50000000.0,5434017.66,22060199.34,Disbursed
1014,15000000.0,0.0,0.0,Repaid
1015,15000000.0,0.0,0.0,Repaid
1016,5000000.0,8438.95,0.0,Repaid
1017,5500000.0,0.0,2722500.0,Disbursed
1018,3000000.0,1142216.75,919641.25,Disbursed
1019,50000000.0,48487.81,24726022.19,Disbursed
1020,46000000.0,1762073.04,21897810.96,Disbursed
1021,14500000.0,7827845.92,0.0,Repaid
1022,72500000.0,0.0,0.0,Repaid
1023,45000000.0,18836402.74,12951026.26,Disbursed
1024,8000000.0,25884.99,0.0,Repaid
1025,10000000.0,3528476.02,0.0,Repaid
1026,45000000.0,1177195.98,21692290.02,Disbursed
1027,20000000.0,0.0,0.0,Repaid
1028,37000000.0,19739795.31,8543850.69,Disbursed
1029,11000000.0,5536.54,0.0,Repaid
1030,13800000.0,0.0,0.0,Repaid
1031,28000000.0,0.0,0.0,Repaid
1032,53000000.0,1365455.07,25559118.93,Disbursed
1033,45000000.0,9941373.29,17354033.71,Disbursed
1034,42000000.0,5473133.08,18080852.92,Disbursed
1035,10000000.0,3299285.08,0.0,Repaid
1036,18500000.0,507906.51,0.0,Repaid
1037,55000000.0,0.0,27225000.0,Disbursed
1038,65000000.0,3197904.03,59330015.97,Disbursed
1039,20000000.0,0.0,9900000.0,Disbursed
1040,20500000.0,7000000.0,0.0,Repaid
1041,32000000.0,23072.4,15828616.6,Disbursed
1042,37000000.0,0.0,0.0,Disbursed
1043,18000000.0,0.0,8910000.0,Disbursed
1044,5000000.0,0.0,0.0,Repaid
1045,65000000.0,45541.79,62031510.21,Disbursed
1046,10000000.0,5063374.66,0.0,Repaid
1047,17000000.0,0.0,8415000.0,Disbursed
1048,29500000.0,11176.18,0.0,Repaid
1049,16000000.0,0.0,0.0,Repaid
1050,175000000.0,15735926.18,78835726.82,Disbursed
1051,22000000.0,6647667.98,7599444.02,Disbursed
1052,6500000.0,2827907.56,0.0,Repaid
1053,30000000.0,0.0,14850000.0,Disbursed
1054,43000000.0,1220912.02,0.0,Repaid
1055,12500000.0,113538.71,0.0,Repaid
1056,16000000.0,4860002.59,5514344.41,Disbursed
1057,11000000.0,186251.51,0.0,Repaid
1058,40000000.0,3173032.03,18229379.97,Disbursed
1059,30000000.0,24.0,14850000.0,Disbursed
1060,13400000.0,0.0,6633000.0,Disbursed
1061,40000000.0,838711.82,37594840.18,Disbursed
1062,29000000.0,5600405.08,11933836.92,Disbursed
1063,50000000.0,0.0,24750000.0,Disbursed
1064,17000000.0,1620306.77,7604882.23,Disbursed
1065,16700000.0,6187136.16,0.0,Repaid
1066,300000000.0,0.0,148500000.0,Disbursed
1067,10000000.0,0.0,4950000.0,Disbursed
1068,25000000.0,109246.73,0.0,Repaid
1069,13000000.0,0.0,6435000.0,Disbursed
1070,90000000.0,3041326.82,43013822.18,Disbursed
1071,20000000.0,5875821.43,6991504.57,Disbursed
1072,56000000.0,11428921.01,22062696.99,Disbursed
1073,54000000.0,52778.23,26703885.77,Disbursed
1074,5200000.0,962085.6,0.0,Repaid
1075,6000000.0,511743.22,2716715.78,Disbursed
1076,14000000.0,959197.87,0.0,Repaid
1077,13200000.0,0.0,6534000.0,Disbursed
1078,21000000.0,0.0,0.0,Repaid
1079,11000000.0,1028351.05,0.0,Repaid
1080,30000000.0,0.0,14850000.0,Disbursed
1081,11000000.0,4044185.37,3547472.63,Disbursed
1082,6000000.0,0.0,5970000.0,Disbursed
1083,25000000.0,201694.83,12647155.17,Disbursed
1084,4500000.0,3740321.3,376053.7,Disbursed
1085,80000000.0,0.0,40800000.0,Disbursed
1086,30000000.0,545316.63,0.0,Repaid
1087,19500000.0,554421.29,9378097.71,Disbursed
1088,15000000.0,0.0,0.0,Repaid
1089,9000000.0,0.0,4455000.0,Disbursed
1090,10000000.0,9772800.62,112510.38,Disbursed
1091,120000000.0,0.0,61200000.0,Disbursed
1092,225000000.0,0.0,114750000.0,Disbursed
1093,40000000.0,10823123.44,14880218.56,Disbursed
1094,16000000.0,27042.98,8146233.02,Disbursed
1095,25000000.0,1365856.76,0.0,Repaid
1096,7500000.0,51621.32,0.0,Repaid
1097,7700000.0,3172.49,0.0,Repaid
1098,27000000.0,43968.82,13747591.18,Disbursed
1099,11000000.0,2382176.59,0.01,Repaid
1100,5300000.0,25466.14,0.0,Repaid
1101,6200000.0,1839677.08,2641130.23,Disbursed
1102,17500000.0,15593868.49,-0.06,Repaid
1103,11500000.0,562623.75,0.02,Repaid
1104,35000000.0,5638312.61,17524420.14,Disbursed
1105,50000000.0,0.0,29886946.56,Disbursed
1106,17000000.0,0.0,10170950.4,Disbursed
1107,15000000.0,18995.46,-0.02,Repaid
1108,40100000.0,206511.92,23584091.94,Disbursed
1109,6800000.0,0.0,0.0,Repaid
1110,65000000.0,0.0,38727849.6,Disbursed
1111,35000000.0,128425.63,20812939.43,Disbursed
1112,900.0,95233.94,-0.01,Repaid
1113,4500000.0,123742.59,0.02,Repaid
1114,12500000.0,0.0,0.0,Repaid
1115,4000000.0,776036.79,0.0,Repaid
1116,8000000.0,0.0,-0.01,Repaid
1117,83000000.0,0.0,49524704.64,Disbursed
1118,33500000.0,3588476.83,17872746.87,Disbursed
1119,2000000.0,932033.56,668566.1,Disbursed
1120,5000000.0,0.0,0.0,Repaid
1121,42000000.0,0.0,25505614.08,Disbursed
1122,80000000.0,351205.19,47435731.11,Disbursed
1123,30000000.0,0.0,0.0,Repaid
1124,28500000.0,0.0,0.0,Repaid
1125,2300000.0,0.0,0.0,Repaid
1126,12000000.0,0.0,7570684.8,Disbursed
1127,40000000.0,776.25,-0.03,Repaid
1128,26400000.0,153736.87,0.01,Repaid
1129,7000000.0,81779.43,0.02,Repaid
1130,85000000.0,0.0,50620037.76,Disbursed
1131,23000000.0,2239943.83,13012533.49,Disbursed
1132,3500000.0,27601.39,2237361.93,Disbursed
1133,12000000.0,1003920.38,-0.01,Repaid
1134,6800000.0,0.0,0.0,Repaid
1135,25000000.0,9214608.8,9435572.1,Disbursed
1136,16000000.0,3726889.29,0.0,Repaid
1137,8000000.0,0.0,0.0,Repaid
1138,33000000.0,0.0,0.0,Repaid
1139,17500000.0,3195520.68,9084942.48,Disbursed
1140,8000000.0,2387350.9,3559842.1,Disbursed
1141,12000000.0,0.0,7354379.52,Disbursed
1142,9300000.0,1027379.79,-0.02,Repaid
1143,17000000.0,31953.21,-0.01,Repaid
1144,10200000.0,34363.75,12150586.59,Disbursed
1145,3200000.0,97146.5,0.0,Repaid
1146,40000000.0,1276394.52,24474218.8,Disbursed
1147,140000000.0,7433615.51,85871937.04,Disbursed
1148,25000000.0,5114910.01,12620087.5,Disbursed
1149,9000000.0,0.0,0.0,Repaid
1150,14000000.0,2394828.69,7343877.04,Disbursed
1151,314000000.0,15467051.09,193267738.9,Disbursed
1152,30000000.0,0.0,19007251.2,Disbursed
1153,32000000.0,1661108.71,19700534.33,Disbursed
1154,1500000.0,695710.85,561435.84,Disbursed
1155,54000000.0,0.0,35034552.0,Disbursed
